"V1" "V2" "V3"
-3.137102250929 -45.4417979748218 -3.64412317337928
-16.2629894321248 -32.9788259732521 -7.2901990292436
-17.1551587063333 -52.2795057296753 -3.07124454560487
-6.72483522861035 -34.2098741407518 -4.00174939787233
-5.3035188847118 -59.8126990530226 -6.56914962662591
-11.0233678943232 -59.2761039733887 -3.88233379941238
-19.4556229710579 -55.3874422907829 -6.25285930931568
-3.49354463662857 -57.0582852485852 -6.26527558840238
-18.1495890728263 -47.5821365977443 -3.27242703493251
-22.5313352136051 -38.0018748489081 -5.31643368216122
-14.377064816157 -18.72536389033 -5.05051940282186
-8.21603274043602 -20.0116881117036 -6.95825027514108
-12.8562619235065 -50.5812452161634 -3.40566521077543
-14.8229952319976 -62.561253886069 -5.78715961979282
-9.3096168131768 -39.6864476264278 -3.70841915697991
-19.2268340547206 -41.1639089422711 -7.23455061346798
-8.33417907659558 -49.8676897131878 -6.89508996493575
-20.1722883842361 -54.3172848661181 -5.85486732402318
-12.1644653652025 -54.7661176349806 -6.4609024213708
-2.71436920310512 -58.3731076789625 -5.69796445875457
-13.3302118710109 -32.2660127094814 -3.74485090460096
-19.3711496328379 -46.1392568117612 -3.54114915488602
-5.78403065122407 -44.0630418843236 -7.24666118621826
-8.39911008917767 -21.3130508367566 -7.14689159393311
-10.8344963278089 -52.4576736177717 -3.51913509198598
-3.48138896415108 -65.9583483244243 -5.33498410802139
-17.8368462992238 -20.2657950684264 -5.91708848240611
-1.70991516113281 -28.1313197877672 -5.69650912284851
-19.4624304278144 -34.4158020019531 -3.87178231518844
-7.80086502275969 -27.8034891078347 -4.3540424861406
-6.55856332778931 -49.3124942525228 -7.09875277201335
-18.7104011470989 -60.8427374888275 -3.73174518245762
-18.9362963707216 -24.7777941919142 -6.51765361139851
-15.5681979530736 -26.9609218145672 -7.21934002951572
-7.74910088430477 -32.3130546762973 -7.6905977635444
-14.3240973881313 -47.1573256901332 -3.38362629413605
-2.79855712254842 -55.747441667499 -3.88492815422289
-20.6509325945819 -41.6991711840218 -6.75657098675952
-20.113754093647 -25.8695233464241 -5.83589305977027
-0.542666549421847 -34.1808584690094 -5.29368556141853
-15.5338396344866 -29.2030150095622 -7.28309379305158
-10.9291645547618 -18.4517606375874 -6.88271141052246
-17.2112312316895 -41.0382524350794 -3.12157577130853
-14.0305739571066 -55.1239764045267 -3.2980850724613
-1.43464592812766 -49.3320923926125 -4.337954440587
-19.1043733176538 -62.9050500514144 -5.28036840083235
-11.7181715520223 -47.5099979654948 -6.9149947420756
-13.2636887191178 -41.8251313543939 -3.4815422807421
-20.2324804850987 -35.0775684901646 -6.80498860222953
-0.282434639462246 -44.3205851707138 -5.29652928504623
-8.20352270454168 -62.8103233575821 -4.17049253731966
-6.9012341680406 -28.3972449000878 -7.57989389685136
-13.3860071066654 -60.4636541424376 -5.75409557602622
-6.09914495263781 -44.2752180553618 -3.57146159524009
-18.8729514234206 -42.6962985992432 -7.29721135952893
-4.6450263137248 -32.3706405981263 -7.3977688960175
-4.24859200583564 -65.7835848369296 -4.98497369554308
-13.542923458287 -39.4517491450075 -7.10580474822248
-6.99235195272109 -56.2694972543155 -6.68637009929208
-15.6531120709011 -19.4303018365588 -5.13760248252324
-21.368188243267 -50.8077389425483 -4.93565465596097
-6.29638335032341 -53.6372280609913 -7.03331377567389
-5.83312486012777 -22.4514565467834 -6.95419441858927
-14.182572139634 -61.4540846612718 -6.0446698334482
-1.97371329445588 -51.7365448600368 -5.9268310258263
-16.3671949963237 -52.0641436022381 -6.91624249968418
-12.7786127328873 -29.5567852920956 -3.92219797107908
-10.9059716651314 -14.8586990707799 -5.24714793029584
-13.2242425761811 -45.0417269876558 -7.03025681351962
-7.30442338130053 -34.7996655632468 -7.57748312809888
-5.42681722044945 -27.9196572780609 -7.28109546899796
-16.882664257967 -61.3816502245167 -6.24556892733031
-10.1726234284314 -57.6794381575151 -3.84667096083814
-20.0724569956462 -29.7266913822719 -4.52898840109507
-18.1735582791842 -23.6065526522123 -6.59114562548124
-10.2353349812826 -40.9946086120605 -3.68228726704915
-13.1165845210736 -57.009129524231 -3.5152260867449
-21.8225832928668 -47.9299377189888 -4.86105106165121
-13.2353785401684 -35.6722263400838 -7.28374313904067
-0.579151873235349 -37.6159903208415 -4.9851136914006
-5.4561010576644 -64.4386611794526 -4.7116259089056
-7.79168921596599 -23.5405214777533 -7.30579076623017
-17.8711472597989 -22.2455065987327 -6.44812909906561
-10.9029711665529 -30.3024484172012 -7.44618559606148
-7.76741578307333 -49.551203039628 -3.47305726401414
-7.39321781427432 -57.6817007798415 -6.52970840992072
-9.57549148135715 -36.6402352227105 -3.87548945744832
-1.96267783239986 -26.9903332999583 -5.88453316956424
-2.80783569067717 -54.2581548094749 -3.84561548009515
-18.5522219422576 -41.3564447180017 -3.29874001540147
-3.72080080573623 -34.7823355391219 -7.49314198622832
-12.3202170696887 -40.4479706313584 -3.53444241167425
-3.91859000379389 -62.6366536111543 -6.02221244754213
-12.1635882059733 -60.6838202620998 -5.45945704344547
-3.15196119149526 -36.2539265950521 -7.3578897078832
-15.407458979909 -54.0115355514899 -3.08876417032102
-3.84848616863119 -63.7610997824833 -5.85355267853572
-5.8952820352886 -21.3976148937059 -4.79921865981558
-2.01886997185647 -50.5718653798103 -4.20004821941257
-20.72674305439 -31.956737613678 -6.39216284155846
-8.78780147968194 -58.8046058263534 -6.15259484755687
-5.87686270008916 -18.4823842090109 -5.73301367552384
-22.348477604625 -43.1284793392643 -5.27683460843432
-9.91413577191241 -52.0627933848988 -6.71276604045521
-9.04487672144053 -47.5696410354303 -6.96165943145752
-16.6165706010965 -63.9238339570852 -5.07350826721925
-17.4780772388845 -24.9349358323692 -6.93338089403899
-12.4436620593071 -18.0915015220642 -6.91380690336227
-5.5615332691293 -38.8721597571122 -3.66207359966479
-15.7057495255401 -38.7010754571445 -7.13975419168887
-10.8861458060447 -21.7424191464199 -4.57029462128543
-5.10306612650553 -62.356567453455 -3.75190375027833
-19.2122021243997 -38.765189810975 -3.4280779002464
-15.6668524265289 -21.4713314533234 -6.86301783323288
-7.51538825035095 -51.3109784248548 -3.48237779201605
-15.7144270810214 -20.870681623979 -4.68327115665783
-10.0369038468315 -56.460276785351 -6.36322983673641
-17.1602194611455 -45.1417647348323 -7.27849815261196
-14.4981899125235 -25.5770697184971 -7.3659389087132
-15.5065478625363 -55.4226892027136 -3.08820992953157
-14.8489746983846 -45.2852419026693 -7.09313212712606
-5.00287734834771 -37.4081148348357 -7.45182334121905
-21.7509359544323 -33.5469054560508 -5.7891117219002
-16.9231684446335 -50.4822659492493 -3.10850442647934
-5.02424784710533 -64.6863978871128 -5.57315480918215
-7.9899495601654 -58.0165451526642 -3.90196362435818
-11.5932950019836 -30.1826605933053 -4.04147432191031
-0.261409402359277 -36.4651787384697 -5.60399197495502
-8.54145592819025 -38.4427759617935 -3.75481419504425
-8.64348266063592 -32.3813903759687 -4.10154526661604
-12.8212978167412 -31.1417741041917 -3.88128273915022
-18.6398225174737 -65.1535241038529 -4.56117661957888
-20.5117751112929 -26.8064912332071 -5.58606627610353
-15.5945205688477 -30.4166612923145 -3.47405404597521
-14.1951230293097 -37.6345644662547 -3.41489677650984
-19.7128152113694 -63.3346915611854 -4.57802657591991
-16.4907470833171 -58.1333899931474 -3.2726009840315
-1.2932667369023 -43.549435198307 -6.23166832327843
-8.58877310487959 -43.275377591451 -3.65122338136037
-12.9608132337269 -21.0961846050463 -7.12540910745922
-10.3889000022804 -53.5276065029941 -6.60633091350178
-6.04356245134698 -55.0751405934818 -6.90168811454148
-12.1261067534938 -16.9561991547093 -5.03008372855909
-19.0444893382844 -32.9360440117972 -3.89975054774966
-11.797188937664 -28.9379939079285 -7.33542288541794
-15.9806691302529 -27.0851708424242 -3.72521600843985
-13.7643439349006 -28.2729862998514 -3.84705898691626
-2.12751079748755 -35.910504955135 -4.21934616402404
-22.1306310844421 -44.3609659957886 -5.09257674694061
-13.555440056324 -21.4600016117096 -4.39028787612915
-2.34909393303636 -42.4634838380675 -6.75222009161244
-21.4756944764335 -37.8404398504293 -6.31427854861853
-2.60457582243027 -64.4131491261144 -5.16407802028041
-10.8438249147855 -31.7550413571871 -7.49468742517325
-4.29114207010421 -63.2134900774275 -3.86407603157891
-15.7595909281475 -60.0251236427121 -6.44711463044329
-14.9430424178519 -58.8855257732112 -6.14366900048605
-21.8879807035802 -38.9813882213528 -4.46982471013473
-21.8230302429199 -37.7785848236084 -4.46207871437073
-14.3330816017402 -40.7088048746298 -3.3447780582931
-4.85835264379328 -65.1982118086381 -4.86695287877863
-15.3254007101059 -42.9859977245331 -7.16168498396874
-15.8252330271403 -51.380335337321 -3.08173471450806
-8.32061952001908 -35.6439351474538 -3.95436668395996
-19.4783769137617 -48.9163725479789 -3.58092459388401
-4.89103779152258 -45.4244660334801 -7.26490186577413
-1.75784552961156 -59.3450624770012 -5.13549546919007
-8.31735761298074 -33.554973549313 -7.5859158900049
-10.8446217967618 -16.9015895781979 -4.97138006456437
-12.2620454085501 -48.757690362763 -6.87544122495149
-16.6156609948002 -28.000850222004 -7.19554751666624
-11.2525588244927 -43.4761406037866 -3.62438949433769
-4.66592911156741 -37.2625595439564 -3.71069953297124
-20.630248103823 -38.3171166011265 -3.91145091397422
-6.35566722645479 -60.7326195660759 -6.38169387508841
-5.77067604064941 -24.9584246499198 -7.10404199872698
-10.8985514640808 -60.625107273911 -5.40321653539484
-15.8051396565265 -41.6426824546722 -3.22219609352479
-8.05101033822814 -38.6400948709516 -7.17205896662242
-3.43854235931182 -25.4237608842447 -4.88049969874637
-21.0408455303737 -47.5799546014695 -5.98090474378495
-11.4971822832451 -27.3253425222928 -4.13993140517688
-10.6297584842233 -59.1486612207749 -5.68125619607813
-12.135606013404 -13.7074794133504 -6.14228661325243
-19.9951939915502 -24.9194838279902 -5.84102352275405
-15.7752279632393 -55.868542024459 -6.35270353843426
-15.5880339285907 -47.5009900261374 -7.00724531622494
-12.9357453945071 -14.0232061119967 -6.10558184357577
-4.68773798942566 -32.9386686052595 -4.0454921245575
-7.76675629889828 -40.2529800678122 -3.70094244781582
-1.60731464951006 -39.58814589618 -4.35098876691844
-5.36120250576832 -63.4071640890153 -4.00874592046269
-18.3786961196305 -47.724748636221 -7.11440586114859
-15.3543751511393 -53.2286634324472 -6.7191015678116
-7.35809449873109 -30.0026995064556 -7.68221190355826
-8.96240055199825 -41.43410913872 -7.06794210636254
-1.79790717694494 -39.6059157583449 -6.68598433335622
-7.38441952487879 -41.6297046594452 -7.09969675331785
-12.2158246918728 -21.042848762713 -4.56676811293552
-4.41306118496129 -23.9725680429427 -6.59568091689563
-0.424260001191322 -45.4716014114081 -5.00602405678992
-3.50563002434097 -22.349399406369 -5.64388113262273
-11.262988196479 -33.8372950553894 -3.90688722332319
-18.1042102134391 -62.1269477426189 -5.77587125725942
-5.19188535958529 -38.7782868146896 -7.36834710091352
-7.81207084655762 -46.5494825839996 -3.52985981702805
-18.3912680841261 -54.6504957137569 -3.38517818399655
-18.9236209122176 -22.2562356142654 -5.69076742585172
-20.6353670945808 -38.8700020064169 -6.92136158160309
-7.60069895598848 -40.1065430721994 -7.09417898372068
-15.6419119065808 -31.718059724377 -3.36403224160594
-12.5010727293351 -34.2022190654979 -7.2500685523538
-20.3991620479486 -43.1180151914939 -6.86139806111654
-11.6930017094863 -15.3952582258927 -6.66679194726442
-17.9850343233579 -34.5076663029658 -3.42036854756343
-4.53485282262166 -22.585419370417 -6.42855940367046
-11.3399827927351 -26.0794373452663 -4.28364352881908
-2.3989030287816 -54.7938713660607 -6.0939356143658
-15.9641551653544 -30.7148473421733 -7.37332168420156
-10.965155342647 -55.3741700308664 -3.64065652234214
-11.6463111309295 -32.028907025114 -3.96432883181471
-0.248402763698851 -43.0261219804005 -5.41633565964237
-3.53311263625302 -41.2914332489469 -7.2472623640032
-0.663244507474 -38.9039678104588 -4.91349023287414
-18.652619443621 -64.1149691990444 -4.8244553906577
-16.8453317865149 -43.0999922814307 -7.27075248569637
-13.9371313295866 -17.8279031703347 -6.7725108673698
-8.59790040969849 -55.805354309082 -6.56013779958089
-2.92534495181725 -28.8439643109431 -6.75063229388878
-10.1574826299408 -16.2951124332569 -6.69952882955104
-16.9515772702401 -29.6380635311729 -7.3096663659079
-18.6795207816111 -26.0963304277877 -6.70544086375707
-2.32667767188766 -25.7396383719011 -5.69470784880898
-3.25112075102134 -39.9412834917913 -3.73581146412208
-0.615385591591659 -33.2328292947066 -5.68356289361653
-14.5443828355021 -48.6943019468393 -3.34546682016173
-10.533578660753 -63.9382176717122 -4.96452648904588
-15.5536382675171 -52.6044536590576 -3.09125301241875
-7.31259440069329 -43.4536559222496 -3.62069610047014
-5.04504468705919 -57.5412372483148 -3.75177466869354
-7.12393871682589 -24.4359955396809 -7.26110909415073
-8.28495608704 -19.850562590587 -4.76512121248849
-13.6105984896421 -62.6349464654922 -5.77867095172405
-7.34247835477193 -29.4003340647771 -4.27191648116479
-8.66401720758694 -51.26690810474 -6.83226937678323
-18.0675507409232 -57.6322268349784 -6.53847869464329
-18.6112494119784 -46.0099357977146 -7.1862040961661
-10.4962088844993 -55.119205084714 -6.47383476929231
-1.42383210675817 -31.2077830945942 -5.08149002639341
-20.0078889696222 -60.5904018000553 -5.15115207119992
-5.29891894261042 -22.6355742348565 -4.62631700436274
-4.39047476340984 -29.0086672333465 -7.26969417484327
-15.7146279414495 -50.6033129162259 -6.94858054320018
-12.3900095570472 -28.2792775861679 -4.00742715020334
-5.26502133740319 -19.5804295716462 -5.82023787056958
-1.54303535998586 -48.040117056973 -4.25766540435423
-9.16602938142541 -23.9900440320577 -7.41868777471046
-1.67948218186696 -58.1984715094933 -4.87958223391802
-4.45619657337666 -51.4286998748779 -6.99441546201706
-14.5777762777665 -27.3291721904979 -3.80070441260057
-3.33733698347924 -41.2661558339294 -3.71906599192552
-7.45982310731532 -61.4058929701983 -6.03578933618836
-14.7556515667174 -61.7032148043315 -3.79097384214401
-19.1556775834825 -60.2140321277437 -5.70880207939753
-3.17308702292266 -51.6141721466441 -3.82860561064732
-15.0229967662266 -57.8818283081055 -3.32178328587459
-5.77921821922064 -61.5210546851158 -3.75302046537399
-1.56852145169092 -57.1029792868573 -5.12193929630777
-7.28201765105838 -24.7606754075913 -4.49418401150476
-2.95020633061727 -50.9052658081055 -6.46359846115112
-3.85367573797703 -38.8036569356918 -7.42009295523167
-16.4085682048354 -18.5602443828139 -5.88728138457897
-3.34692390428649 -27.9240629937914 -4.53248815404044
-15.0864764473655 -35.3888537320224 -7.28303573781794
-3.06714547647012 -23.3687053027454 -5.63985250232456
-2.7593271446228 -64.4440867614746 -4.35149240493774
-20.1831930845212 -52.9839013906626 -5.99927644240551
-5.71767561252301 -34.9453674987122 -7.72594055762658
-9.37830883348492 -49.0449344473825 -6.89603232665801
-2.85521790560554 -60.1172164468204 -4.03476731917437
-9.46379420492384 -43.800100962321 -7.06857646173901
-8.33547144551431 -34.1426629712505 -4.02995589471632
-13.2222955520839 -41.0020445732221 -7.12386312223461
-11.2446229641254 -63.4096575810359 -4.34909165455745
-1.23305996973068 -38.4663172960281 -6.46669941395521
-2.80647842242168 -27.692982343527 -6.59548710859739
-12.7321314493815 -19.1542859903971 -4.79702981948853
-4.04170552998373 -44.2760930518581 -7.21582781125421
-13.4490178456673 -14.8041712320768 -5.95994000251477
-7.74203049968666 -53.5168938435299 -6.80507066216267
-20.2532137889488 -30.6674483243157 -6.51134058540943
-18.5865267262314 -37.5757789611816 -7.36071766506542
-10.2297880432822 -41.1736035202489 -7.06453910018458
-5.33595469959995 -26.8092501456277 -4.36785010287636
-22.227273841957 -35.6805803373262 -5.43218519780543
-9.90310466823293 -20.7534619516401 -7.20929016284089
-0.327107504452809 -46.4758662233258 -5.51908026591386
-5.66955850919088 -46.4706436793009 -7.18339184919993
-14.5192618687948 -42.7618522135417 -3.39281487147013
-13.882987588644 -50.1535747647285 -3.33971944823861
-13.7671148407627 -25.1707337876441 -4.06692721810139
-9.04805951436361 -32.3449290720622 -7.59370145161947
0 0 0
-14.8263361229087 -33.1874363017532 -7.26521829389176
-3.21904141136578 -39.8284174374172 -7.23584624699184
-13.3183792580006 -39.3563129513763 -3.44640794465708
-1.88369622187955 -29.8591971737998 -6.47257367202214
-9.68300353853326 -37.8233210915013 -7.20591998727698
-7.45978288790759 -32.9862920536714 -4.0613325623905
-2.22415317317187 -59.1266630140402 -4.34869300712973
-5.93840599060059 -23.7231200773325 -7.01122183586234
-14.0363502724226 -22.2438821127248 -7.14810600946116
-2.11386810030256 -28.742217720329 -4.93808019316042
-15.3696253167258 -23.2519270049201 -4.09631084733539
-10.222248165231 -35.1164153751574 -7.28572403129778
-9.28421919875675 -39.842174106174 -7.03954539034102
-11.2123688459396 -25.9085433006287 -7.36563580036163
-9.97140018849433 -15.8032080010523 -5.15749375427826
-12.5871699831702 -55.0189767750827 -3.47312392429872
-3.46876833960414 -45.6291541457176 -7.01223864406347
-8.96263619917858 -47.7761675194849 -3.49425366558606
-13.4888151112725 -59.0467793520759 -5.7331008420271
-11.4423654528632 -21.2519981550134 -7.26073336255723
-4.93421865171856 -57.445515314738 -6.62588677803675
-22.7650630040602 -39.2556519074873 -5.25487998940728
-9.66884997271109 -19.1691648234492 -4.8031410963639
-4.60809448457533 -40.2596191283195 -7.33482114730343
-20.588207762582 -33.0036011287144 -4.52176928520203
-21.1987900605073 -43.9277586550326 -4.26710218996615
-5.16961246331533 -63.1349367777507 -6.00799538294474
-13.5435701946043 -33.2063406458441 -7.25059330238486
-1.29659783351617 -36.8236519235079 -4.61523111530992
-14.8488560698249 -21.902034369382 -4.2545094110749
-11.1079773547044 -28.8179888084753 -4.09595472421219
-4.83631209999907 -48.4788833692962 -7.18112711345448
-17.1464986271328 -46.8463186158074 -7.15906872351964
-9.0489803202012 -52.4757100722369 -3.55012557366315
-6.97432027879309 -46.1370884629547 -7.09258010739186
-13.13663965861 -56.4035064697266 -6.07923006693522
-3.5521661289807 -25.0915129760216 -6.38264291861962
-2.3458957778083 -56.9334729088677 -4.16762323114607
-19.6721483931249 -50.0959995425477 -6.54258762087141
-12.2287592326894 -39.7219506432028 -7.07311748055851
-4.86998218297958 -41.6300146102905 -3.54657627940178
-21.1479254190901 -28.8637649738683 -5.36263572642233
-19.4860038757324 -27.0290286500575 -6.43463829816398
-17.6306734738285 -43.6372996291069 -3.16276223365575
-10.5250039967624 -61.8993620439009 -4.10846671913609
-12.6521659284025 -43.1784280313028 -7.06339080269272
-4.01932000412661 -55.1236897075877 -3.65213365414563
-19.0388123648507 -25.6685729980469 -5.04915280342102
-21.1600872006333 -52.2738476134183 -4.85091802530121
-11.8496428479205 -41.7157049912673 -7.09208345937205
-13.2821662341847 -63.6772927228142 -5.01267517875223
-2.56630178238894 -37.2634754696408 -3.95731208453307
-6.0621608098348 -42.406866769942 -7.17839524102589
-13.2129366297117 -61.4579602631045 -3.85430504906345
-12.4811540423213 -22.5635289372625 -4.37519210738105
-21.5378294178084 -31.2115489922318 -5.51259849118251
-16.8988137774997 -48.5666243765089 -7.0802286863327
-8.72101183732351 -16.5637028084861 -5.23300114605162
-21.9215114275614 -36.9499025344849 -5.6668443997701
-9.76235875949054 -19.4089418330663 -6.97974538803101
-17.8145978382656 -58.4663045065744 -3.42717390401023
-4.83323832308308 -61.2591992067487 -6.37786151585954
-20.9016419852652 -27.8718977517229 -5.56859572340802
-14.8654626778194 -24.2803438731602 -7.21017540636517
-1.62281318828464 -45.3048032283783 -4.17902113497257
-13.7588695798601 -57.7881394423448 -5.83086871481561
-7.96682850271463 -46.6755964159966 -7.01339527964592
-19.3023730057936 -51.8993906852527 -3.52922633061042
-6.91792639819058 -19.0708428915445 -6.62664685311255
-7.38415615503178 -56.0832711153252 -3.84144791891409
-0.735223656030078 -31.4252115801761 -5.89656771484174
-21.0296669236149 -40.2204203318401 -6.71274377064533
-5.9417900394749 -32.5475596866092 -7.61336376860335
-1.16001636346181 -42.2005450948079 -4.49243036270142
-12.2403208848202 -36.7493743896484 -7.25901765534372
-4.53753983589911 -26.0975830631871 -6.79732795684568
-3.83269017083304 -65.1023665447624 -4.0680174389664
-19.669373498836 -32.5263606595321 -6.83172653090786
-4.58490727587444 -48.7624057676734 -3.54735541343689
-16.6913500513349 -20.001722403935 -5.25710165500641
-0.346189301135018 -35.0581784248352 -5.66101107597351
-2.95021089788986 -34.8472071085891 -3.92067609421194
-5.78925383090973 -28.8424940109253 -4.31920558564803
-9.38791590603915 -14.4408201217651 -5.72066756595265
-15.8253386815389 -54.4275682576497 -6.59292721430461
-0.837964646391949 -35.5965308496508 -4.9132356482037
-15.0864969522525 -29.0344344652616 -3.62958042743879
-10.1436823957107 -61.7322851068833 -5.45021116733551
-3.4679779112339 -53.8631973796421 -6.58345299296909
-10.2096353636848 -50.5238257090251 -6.79748634762234
-19.5904966990153 -36.4067542247283 -7.04037228608743
-6.35974781248305 -64.0558731079102 -4.9760457250807
-6.2851887740098 -37.3879119575798 -3.78953579803566
-8.11191277792959 -28.5980067108617 -7.67030684153239
-16.925537333769 -62.7747364605174 -5.77967617792242
-21.2292884768862 -36.775192491936 -4.15502409140269
-19.4159835936531 -40.0713596646748 -3.43927442838275
-1.68415815608446 -48.2906599266585 -6.03564253518748
-16.5573693770397 -23.801048182234 -6.98284284977973
-15.2405784865956 -16.9047813415527 -6.26523816144025
-20.0071671538883 -41.3831907378303 -3.66125932004717
-22.5376992119683 -41.9099105411106 -5.08325303395589
-18.0604965266059 -24.8582943748025 -4.71023186515359
-6.87158964739905 -27.0079593128628 -7.47166948186027
-1.2151125743148 -29.2405014252395 -5.60318336058199
-21.9223465389676 -45.4753562850182 -4.93598106654003
-7.29008216362495 -31.3047917105935 -4.17664309910366
-13.2857983553851 -30.7955551853886 -7.42349994624103
-12.4985913532536 -46.3430264170577 -6.94140417401384
-18.0742629807571 -34.1506775165426 -7.30373671959186
-9.02230524638343 -61.771230788458 -4.08013988676525
-21.0248296333082 -35.9867454875599 -6.30821673075358
-11.1275065998698 -35.7092239025027 -3.8517925018488
-17.8969726797975 -56.7640787760417 -3.3897664959048
-20.4531478128935 -55.8512592817608 -4.31702221694746
-10.9368332253128 -46.0076800487081 -6.95722165654917
-17.4871029172625 -36.7492325646537 -3.17911672308331
-20.5459414262038 -51.391399530264 -3.99086712262569
-4.75977180428701 -54.4860081607348 -6.98702634523993
-17.216795161619 -63.3888425018828 -4.24093873622054
-18.7636450661553 -36.0068226390415 -3.46930584973759
-1.00929238259792 -51.1531253433228 -5.03010276794434
-6.75490850039891 -33.5598952702114 -7.65746145248413
-19.8857851195754 -37.8875254580849 -7.1587184270223
-19.2662636683537 -29.2441960848295 -6.79139231901902
-0.84760341492105 -50.0499571130631 -5.13122367351613
-12.3432038435295 -26.7360610961914 -7.3581106983014
-16.0286631641618 -37.8675555033856 -3.20880297580397
-21.4837319634177 -34.6963022983435 -6.16162007505243
-14.1406387535922 -42.2254844114005 -7.13169408706297
-6.59972517211716 -21.2734711139233 -6.96707646258466
-11.8433188451848 -24.3839381311981 -7.37995859602807
-14.8411294969462 -25.9459312891556 -3.92222717252828
-3.68724755391683 -44.061122423982 -3.51757189998888
-12.0745833356616 -53.2112454159159 -6.5990141344742
-16.0612358905301 -39.7833296143182 -3.2263439834708
-4.67565479116925 -41.9869090581344 -7.24500646429547
-15.6428471368457 -62.8983893621536 -4.09883446163601
-7.82004164904356 -59.4450332522392 -3.92304008454084
-5.42929423694879 -35.9188509121747 -3.84498623727073
-2.24139778614044 -53.2666321345738 -6.01311926841736
-12.2769204416583 -14.7616675592238 -5.44239559481221
-21.7277813473263 -42.8283826467153 -6.21521804783795
-6.55914664268494 -63.1852324008942 -5.76860317587852
-11.5065367648476 -56.682957056949 -3.66930126390959
-2.83007918085371 -47.1812019348145 -6.76564380781991
-19.7443513430082 -43.8708987309383 -3.65847507990324
-9.82853609985775 -35.105347527398 -3.9531845913993
-21.8849375406901 -41.4289164733887 -6.19472766876221
-2.34033437227381 -27.6158966524848 -5.07976231081732
-7.09994044935847 -54.3858120470162 -3.71300149825682
-8.83446448277205 -56.7422561645508 -3.85047723696782
-16.2656797170639 -25.477594031228 -4.07355059517754
-4.15280720922682 -27.5909194946289 -6.94314163450211
-9.77914333343506 -33.8306932204809 -7.38703259443625
-19.9291524108575 -47.2923630305699 -6.68286926892339
-13.6290444493294 -53.5382196903229 -6.59144667387009
-10.2283862233162 -27.3415665864944 -4.24524410367012
-6.54348843939164 -58.9495130987728 -3.84631973154405
-12.0612204016709 -57.7814618087396 -5.80293465823662
-7.39282367555358 -16.371856915865 -5.7618272390297
-1.35727167044367 -46.9495668138777 -6.16605907167707
-5.78767366409302 -52.299986912654 -7.17083820196298
-11.1645193595391 -27.5790551173223 -7.41685605978037
-16.6978898897563 -22.4500027225442 -6.78853539897971
-15.934075751862 -25.3222544038451 -7.19049591213078
-4.04000092347463 -34.0748264312744 -3.89947666724523
-3.56613896549612 -30.5911285566247 -4.36846259020377
-19.9242133533253 -45.8185180776259 -6.79297520833857
-11.3132055190302 -53.9673202883813 -3.54960214707159
-3.03172721379045 -62.9223068347876 -4.19559138408606
-3.61497635904111 -55.427470809535 -6.58411867995011
-11.7963498391603 -38.8246072969939 -3.61441948225624
-2.63164576846109 -46.6322553392867 -3.8406615593064
-8.52938977093764 -60.5492659018073 -3.98333394359535
-4.03965292542668 -38.5076242220604 -3.6017538490942
-9.3022714131315 -49.5525400940801 -3.48843604745999
-6.30167082460915 -47.7115469211485 -7.11399979126163
-12.379386455782 -62.9316803716844 -5.56671467904122
-17.6350892684039 -51.398630658318 -7.07101018569049
-1.19568675837001 -35.5013260196995 -6.38929217570537
